VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-06-01 00:30:40,2019-06-01 01:08:12,1,5.11,1,N,230,229,1,25,0.5,0.5,7.2,0,0.3,36,2.5
1,2019-06-01 00:17:06,2019-06-01 00:46:21,1,4.80,1,N,7,170,3,21,3,0.5,0,0,0.3,24.8,2.5
1,2019-06-01 00:47:52,2019-06-01 01:04:19,1,5.20,1,N,170,42,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
2,2019-06-01 00:05:51,2019-06-01 00:30:45,1,9.05,1,N,138,189,1,28.5,0.5,0.5,7.45,0,0.3,37.25,0
2,2019-06-01 00:36:38,2019-06-01 00:57:43,1,4.07,1,N,97,89,1,16.5,0.5,0.5,3.56,0,0.3,21.36,0
1,2019-06-01 00:11:27,2019-06-01 00:18:34,0,.90,1,N,141,163,1,6.5,3,0.5,2,0,0.3,12.3,2.5
1,2019-06-01 00:21:40,2019-06-01 00:28:08,0,.90,1,N,230,186,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,2019-06-01 00:43:56,2019-06-01 01:20:17,1,9.30,1,N,163,95,1,34,3,0.5,3.07,6,0.3,46.87,2.5
1,2019-06-01 00:30:42,2019-06-01 00:43:23,2,2.30,1,N,79,164,2,11,3,0.5,0,0,0.3,14.8,2.5
1,2019-06-01 00:08:59,2019-06-01 00:14:20,2,1.00,1,N,166,151,1,6,0.5,0.5,1.45,0,0.3,8.75,0
1,2019-06-01 00:25:13,2019-06-01 00:41:12,2,4.50,1,N,41,48,2,15.5,3,0.5,0,0,0.3,19.3,2.5
1,2019-06-01 00:53:31,2019-06-01 00:54:37,1,.20,1,N,48,142,2,3,3,0.5,0,0,0.3,6.8,2.5
1,2019-06-01 00:56:03,2019-06-01 01:18:03,2,4.80,1,N,143,116,2,18.5,3,0.5,0,0,0.3,22.3,2.5
1,2019-06-01 00:28:22,2019-06-01 00:36:30,1,1.70,1,N,164,163,2,8,3,0.5,0,0,0.3,11.8,2.5
1,2019-06-01 00:47:15,2019-06-01 01:36:03,1,8.60,1,N,161,198,2,35.5,3,0.5,0,0,0.3,39.3,2.5
1,2019-06-01 00:15:56,2019-06-01 00:24:26,1,1.00,1,N,148,211,1,7,3,0.5,3.2,0,0.3,14,2.5
1,2019-06-01 00:27:57,2019-06-01 00:32:35,1,1.10,1,N,211,249,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,2019-06-01 00:35:42,2019-06-01 00:50:13,1,2.50,1,N,249,161,1,11.5,3,0.5,2,0,0.3,17.3,2.5
1,2019-06-01 00:00:49,2019-06-01 00:03:14,1,.60,1,N,230,43,2,4,3,0.5,0,0,0.3,7.8,2.5
